Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Austrian Airlines;43;2021-10-30;230;234,9;2019-11-02;281;-18,15%;-34,76%;2020-10-31;88
Austrian Airlines;43;2021-10-31;239;233;2019-11-03;351;-31,91%;-35,23%;2020-11-01;117
Austrian Airlines;44;2021-11-01;237;231,7;2019-11-04;394;-39,85%;-35,71%;2020-11-02;126
Austrian Airlines;44;2021-11-02;167;227,6;2019-11-05;366;-54,37%;-37,06%;2020-11-03;58
Austrian Airlines;44;2021-11-03;204;224,7;2019-11-06;387;-47,29%;-37,97%;2020-11-04;67
Austrian Airlines;44;2021-11-04;233;223,9;2019-11-07;393;-40,71%;-38,36%;2020-11-05;95
Austrian Airlines;44;2021-11-05;241;221,6;2019-11-08;396;-39,14%;-39,60%;2020-11-06;107
Austrian Airlines;44;2021-11-06;168;212,7;2019-11-09;273;-38,46%;-41,84%;2020-11-07;59
Austrian Airlines;44;2021-11-07;233;211,9;2019-11-10;343;-32,07%;-41,89%;2020-11-08;95
Austrian Airlines;45;2021-11-08;216;208,9;2019-11-11;382;-43,46%;-42,44%;2020-11-09;97
Austrian Airlines;45;2021-11-09;151;206,6;2019-11-12;346;-56,36%;-42,62%;2020-11-10;46
Austrian Airlines;45;2021-11-10;203;206,4;2019-11-13;376;-46,01%;-42,41%;2020-11-11;67
Austrian Airlines;45;2021-11-11;222;204,9;2019-11-14;383;-42,04%;-42,62%;2020-11-12;87
Austrian Airlines;45;2021-11-12;236;204,1;2019-11-15;396;-40,40%;-42,82%;2020-11-13;71
Austrian Airlines;45;2021-11-13;154;202,1;2019-11-16;274;-43,80%;-43,40%;2020-11-14;38
Austrian Airlines;45;2021-11-14;221;200,4;2019-11-17;339;-34,81%;-43,79%;2020-11-15;80
Austrian Airlines;46;2021-11-15;216;200,4;2019-11-18;387;-44,19%;-43,90%;2020-11-16;85
Austrian Airlines;46;2021-11-16;146;199,7;2019-11-19;358;-59,22%;-44,37%;2020-11-17;13
Austrian Airlines;46;2021-11-17;195;198,6;2019-11-20;381;-48,82%;-44,80%;2020-11-18;67
Austrian Airlines;46;2021-11-18;219;198,1;2019-11-21;385;-43,12%;-44,96%;2020-11-19;44
Austrian Airlines;46;2021-11-19;235;198;2019-11-22;395;-40,51%;-44,98%;2020-11-20;77
Austrian Airlines;46;2021-11-20;147;197;2019-11-23;276;-46,74%;-45,30%;2020-11-21;10
Austrian Airlines;46;2021-11-21;218;196,6;2019-11-24;338;-35,50%;-45,40%;2020-11-22;73
Austrian Airlines;47;2021-11-22;208;195,4;2019-11-25;381;-45,41%;-45,58%;2020-11-23;76
Austrian Airlines;47;2021-11-23;127;192,7;2019-11-26;351;-63,82%;-46,19%;2020-11-24;13
Austrian Airlines;47;2021-11-24;171;189,3;2019-11-27;374;-54,28%;-47,00%;2020-11-25;64
Austrian Airlines;47;2021-11-25;196;186;2019-11-28;385;-49,09%;-47,92%;2020-11-26;47
Austrian Airlines;47;2021-11-26;207;182;2019-11-29;392;-47,19%;-48,98%;2020-11-27;83
Austrian Airlines;47;2021-11-27;136;180,4;2019-11-30;276;-50,72%;-49,42%;2020-11-28;6
Austrian Airlines;47;2021-11-28;210;179,3;2019-12-01;326;-35,58%;-49,50%;2020-11-29;75
Austrian Airlines;48;2021-11-29;188;176,4;2019-12-02;376;-50,00%;-50,20%;2020-11-30;78
Austrian Airlines;48;2021-11-30;109;173,9;2019-12-03;342;-68,13%;-50,75%;2020-12-01;13
Austrian Airlines;48;2021-12-01;146;170,3;2019-12-04;366;-60,11%;-51,60%;2020-12-02;64
Austrian Airlines;48;2021-12-02;185;168,7;2019-12-05;378;-51,06%;-51,91%;2020-12-03;48
Austrian Airlines;48;2021-12-03;199;167,6;2019-12-06;387;-48,58%;-52,14%;2020-12-04;85
Austrian Airlines;48;2021-12-04;135;167,4;2019-12-07;259;-47,88%;-51,85%;2020-12-05;6
Austrian Airlines;48;2021-12-05;187;164,1;2019-12-08;325;-42,46%;-52,77%;2020-12-06;75
Austrian Airlines;49;2021-12-06;170;161,6;2019-12-09;374;-54,55%;-53,48%;2020-12-07;76
Austrian Airlines;49;2021-12-07;90;158,9;2019-12-10;334;-73,05%;-54,11%;2020-12-08;14
Austrian Airlines;49;2021-12-08;146;158,9;2019-12-11;367;-60,22%;-54,13%;2020-12-09;69
Austrian Airlines;49;2021-12-09;164;155,9;2019-12-12;379;-56,73%;-55,01%;2020-12-10;49
Austrian Airlines;49;2021-12-10;198;155,7;2019-12-13;381;-48,03%;-54,94%;2020-12-11;87
Austrian Airlines;49;2021-12-11;117;153,1;2019-12-14;266;-56,02%;-55,81%;2020-12-12;8
Austrian Airlines;49;2021-12-12;192;153,9;2019-12-15;324;-40,74%;-55,59%;2020-12-13;77
Austrian Airlines;50;2021-12-13;175;154,6;2019-12-16;371;-52,83%;-55,33%;2020-12-14;76
Austrian Airlines;50;2021-12-14;99;155,9;2019-12-17;331;-70,09%;-54,90%;2020-12-15;14
Austrian Airlines;50;2021-12-15;151;156,6;2019-12-18;372;-59,41%;-54,79%;2020-12-16;71
Austrian Airlines;50;2021-12-16;192;160,6;2019-12-19;376;-48,94%;-53,57%;2020-12-17;55
Austrian Airlines;50;2021-12-17;230;165,1;2019-12-20;380;-39,47%;-52,23%;2020-12-18;141
Austrian Airlines;50;2021-12-18;154;170,4;2019-12-21;282;-45,39%;-51,03%;2020-12-19;133
Austrian Airlines;50;2021-12-19;204;172,1;2019-12-22;324;-37,04%;-50,53%;2020-12-20;124
Austrian Airlines;51;2021-12-20;188;174;2019-12-23;339;-44,54%;-49,33%;2020-12-21;96
Austrian Airlines;51;2021-12-21;127;178;2019-12-24;157;-19,11%;-44,13%;2020-12-22;14
Austrian Airlines;51;2021-12-22;201;185,1;2019-12-25;201;0,00%;-37,06%;2020-12-23;124
Austrian Airlines;51;2021-12-23;242;192,3;2019-12-26;284;-14,79%;-31,57%;2020-12-24;12
Austrian Airlines;51;2021-12-24;167;183,3;2019-12-27;317;-47,32%;-32,62%;2020-12-25;47
Austrian Airlines;51;2021-12-25;137;180,9;2019-12-28;248;-44,76%;-32,30%;2020-12-26;32
Austrian Airlines;51;2021-12-26;187;178,4;2019-12-29;291;-35,74%;-32,01%;2020-12-27;88
Austrian Airlines;52;2021-12-27;200;180,1;2019-12-30;307;-34,85%;-30,14%;2020-12-28;113
Austrian Airlines;52;2021-12-28;147;183;2019-12-31;166;-11,45%;-29,38%;2020-12-29;11
Austrian Airlines;52;2021-12-29;186;180,9;2020-01-01;228;-18,42%;-31,23%;2020-12-30;106
Austrian Airlines;52;2021-12-30;208;176;2020-01-02;327;-36,39%;-34,61%;2020-12-31;9
Austrian Airlines;52;2021-12-31;123;169,7;2020-01-03;328;-62,50%;-37,31%;2021-01-01;39
Austrian Airlines;52;2022-01-01;104;165;2019-01-05;230;-54,78%;-38,47%;2021-01-02;111
Austrian Airlines;52;2022-01-02;223;170,1;2019-01-06;289;-22,84%;-36,48%;2021-01-03;133
Austrian Airlines;1;2022-01-03;198;169,9;2019-01-07;328;-39,63%;-37,29%;2021-01-04;99
Austrian Airlines;1;2022-01-04;132;167,7;2019-01-08;288;-54,17%;-41,82%;2021-01-05;11
Austrian Airlines;1;2022-01-05;167;165;2019-01-09;323;-48,30%;-45,34%;2021-01-06;72
Austrian Airlines;1;2022-01-06;155;157,4;2019-01-10;312;-50,32%;-47,47%;2021-01-07;46
Austrian Airlines;1;2022-01-07;202;168,7;2019-01-11;328;-38,41%;-43,71%;2021-01-08;101
Austrian Airlines;1;2022-01-08;143;174,3;2019-01-12;232;-38,36%;-41,90%;2021-01-09;81
Austrian Airlines;1;2022-01-09;206;171,9;2019-01-13;284;-27,46%;-42,58%;2021-01-10;102
Austrian Airlines;2;2022-01-10;180;169,3;2019-01-14;328;-45,12%;-43,44%;2021-01-11;82
Austrian Airlines;2;2022-01-11;103;165,1;2019-01-15;288;-64,24%;-44,82%;2021-01-12;14
Austrian Airlines;2;2022-01-12;132;160,1;2019-01-16;314;-57,96%;-46,26%;2021-01-13;66
Austrian Airlines;2;2022-01-13;129;156,4;2019-01-17;316;-59,18%;-47,61%;2021-01-14;46
Austrian Airlines;2;2022-01-14;170;151,9;2019-01-18;341;-50,15%;-49,45%;2021-01-15;84
Austrian Airlines;2;2022-01-15;113;147,6;2019-01-19;230;-50,87%;-50,83%;2021-01-16;8
Austrian Airlines;2;2022-01-16;160;141;2019-01-20;282;-43,26%;-52,98%;2021-01-17;80
Austrian Airlines;3;2022-01-17;141;135,4;2019-01-21;334;-57,78%;-54,96%;2021-01-18;71
Austrian Airlines;3;2022-01-18;76;131,6;2019-01-22;281;-72,95%;-56,10%;2021-01-19;12
Austrian Airlines;3;2022-01-19;110;128,4;2019-01-23;319;-65,52%;-57,25%;2021-01-20;63
Austrian Airlines;3;2022-01-20;126;128;2019-01-24;309;-59,22%;-57,25%;2021-01-21;45
Austrian Airlines;3;2022-01-21;158;126,3;2019-01-25;342;-53,80%;-57,84%;2021-01-22;83
Austrian Airlines;3;2022-01-22;107;125,4;2019-01-26;237;-54,85%;-58,27%;2021-01-23;8
Austrian Airlines;3;2022-01-23;138;122,3;2019-01-27;286;-51,75%;-59,39%;2021-01-24;76
Austrian Airlines;4;2022-01-24;141;122,3;2019-01-28;324;-56,48%;-59,20%;2021-01-25;75
Austrian Airlines;4;2022-01-25;61;120,1;2019-01-29;272;-77,57%;-59,74%;2021-01-26;14
Austrian Airlines;4;2022-01-26;114;120,7;2019-01-30;311;-63,34%;-59,39%;2021-01-27;63
Austrian Airlines;4;2022-01-27;135;122;2019-01-31;303;-55,45%;-58,84%;2021-01-28;47
Bristow Norway;39;2021-10-01;89;82,9;2019-10-04;117;-23,93%;-8,81%;2020-10-02;105
Bristow Norway;39;2021-10-02;17;82,1;2019-10-05;36;-52,78%;-11,94%;2020-10-03;19
Bristow Norway;39;2021-10-03;7;81;2019-10-06;24;-70,83%;-14,61%;2020-10-04;24
Bristow Norway;40;2021-10-04;99;78,3;2019-10-07;132;-25,00%;-17,72%;2020-10-05;122
Bristow Norway;40;2021-10-05;94;75,4;2019-10-08;126;-25,40%;-21,43%;2020-10-06;124
Bristow Norway;40;2021-10-06;120;77,6;2019-10-09;115;4,35%;-19,32%;2020-10-07;124
Bristow Norway;40;2021-10-07;112;76,9;2019-10-10;115;-2,61%;-19,10%;2020-10-08;126
Bristow Norway;40;2021-10-08;54;71,9;2019-10-11;120;-55,00%;-24,70%;2020-10-09;98
Bristow Norway;40;2021-10-09;50;76,6;2019-10-12;20;150,00%;-17,79%;2020-10-10;36
Bristow Norway;40;2021-10-10;26;79,3;2019-10-13;8;;-12,74%;2020-10-11;23
Bristow Norway;41;2021-10-11;110;80,9;2019-10-14;154;-28,57%;-13,98%;2020-10-12;116
Bristow Norway;41;2021-10-12;105;82,4;2019-10-15;124;-15,32%;-12,04%;2020-10-13;126
Bristow Norway;41;2021-10-13;110;81;2019-10-16;126;-12,70%;-14,99%;2020-10-14;122
Bristow Norway;41;2021-10-14;111;80,9;2019-10-17;129;-13,95%;-16,89%;2020-10-15;122
Bristow Norway;41;2021-10-15;97;87;2019-10-18;114;-14,91%;-9,78%;2020-10-16;110
Bristow Norway;41;2021-10-16;21;82,9;2019-10-19;20;5,00%;-14,07%;2020-10-17;25
Bristow Norway;41;2021-10-17;12;80,9;2019-10-20;17;-29,41%;-17,25%;2020-10-18;12
Bristow Norway;42;2021-10-18;116;81,7;2019-10-21;126;-7,94%;-12,80%;2020-10-19;122
Bristow Norway;42;2021-10-19;33;71,4;2019-10-22;112;-70,54%;-22,36%;2020-10-20;112
Bristow Norway;42;2021-10-20;129;74,1;2019-10-23;113;14,16%;-17,75%;2020-10-21;115
Bristow Norway;42;2021-10-21;97;72,1;2019-10-24;127;-23,62%;-19,71%;2020-10-22;124
Bristow Norway;42;2021-10-22;98;72,3;2019-10-25;125;-21,60%;-20,94%;2020-10-23;107
Bristow Norway;42;2021-10-23;51;76,6;2019-10-26;12;;-15,19%;2020-10-24;21
Bristow Norway;42;2021-10-24;15;77;2019-10-27;13;15,38%;-14,17%;2020-10-25;15
Bristow Norway;43;2021-10-25;116;77;2019-10-28;137;-15,33%;-15,65%;2020-10-26;103
Bristow Norway;43;2021-10-26;104;87,1;2019-10-29;119;-12,61%;-5,57%;2020-10-27;117
Bristow Norway;43;2021-10-27;99;82,9;2019-10-30;120;-17,50%;-11,18%;2020-10-28;64
Bristow Norway;43;2021-10-28;51;76,3;2019-10-31;129;-60,47%;-18,47%;2020-10-29;127
Bristow Norway;43;2021-10-29;99;76,4;2019-11-01;113;-12,39%;-16,80%;2020-10-30;101
Bristow Norway;43;2021-10-30;43;75,3;2019-11-02;27;59,26%;-19,91%;2020-10-31;32
Bristow Norway;43;2021-10-31;44;79,4;2019-11-03;15;193,33%;-15,76%;2020-11-01;11
Bristow Norway;44;2021-11-01;119;79,9;2019-11-04;125;-4,80%;-13,73%;2020-11-02;64
Bristow Norway;44;2021-11-02;110;80,7;2019-11-05;114;-3,51%;-12,13%;2020-11-03;122
Bristow Norway;44;2021-11-03;112;82,6;2019-11-06;107;4,67%;-8,25%;2020-11-04;122
Bristow Norway;44;2021-11-04;108;90,7;2019-11-07;108;0,00%;4,27%;2020-11-05;96
Bristow Norway;44;2021-11-05;101;91;2019-11-08;135;-25,19%;0,95%;2020-11-06;121
Bristow Norway;44;2021-11-06;18;87,4;2019-11-09;24;-25,00%;-2,55%;2020-11-07;32
Bristow Norway;44;2021-11-07;6;82;2019-11-10;13;-53,85%;-8,31%;2020-11-08;17
Bristow Norway;45;2021-11-08;119;82;2019-11-11;146;-18,49%;-11,28%;2020-11-09;110
Bristow Norway;45;2021-11-09;115;82,7;2019-11-12;124;-7,26%;-11,87%;2020-11-10;89
Bristow Norway;45;2021-11-10;115;83,1;2019-11-13;122;-5,74%;-13,39%;2020-11-11;135
Bristow Norway;45;2021-11-11;116;84,3;2019-11-14;128;-9,38%;-14,74%;2020-11-12;127
Bristow Norway;45;2021-11-12;85;82;2019-11-15;117;-27,35%;-14,84%;2020-11-13;94
Bristow Norway;45;2021-11-13;28;83,4;2019-11-16;16;75,00%;-12,31%;2020-11-14;13
Bristow Norway;45;2021-11-14;24;86;2019-11-17;12;100,00%;-9,47%;2020-11-15;27
Bristow Norway;46;2021-11-15;122;86,4;2019-11-18;133;-8,27%;-7,21%;2020-11-16;91
Bristow Norway;46;2021-11-16;102;84,6;2019-11-19;117;-12,82%;-8,22%;2020-11-17;111
Bristow Norway;46;2021-11-17;109;83,7;2019-11-20;121;-9,92%;-9,01%;2020-11-18;64
Bristow Norway;46;2021-11-18;107;82,4;2019-11-21;128;-16,41%;-10,40%;2020-11-19;14
Bristow Norway;46;2021-11-19;65;79,6;2019-11-22;110;-40,91%;-12,56%;2020-11-20;112
Bristow Norway;46;2021-11-20;47;82,3;2019-11-23;14;;-9,29%;2020-11-21;32
Bristow Norway;46;2021-11-21;15;81;2019-11-24;14;7,14%;-10,99%;2020-11-22;33
Bristow Norway;47;2021-11-22;123;81,1;2019-11-25;132;-6,82%;-10,69%;2020-11-23;113
Bristow Norway;47;2021-11-23;104;81,4;2019-11-26;125;-16,80%;-11,49%;2020-11-24;94
Bristow Norway;47;2021-11-24;111;81,7;2019-11-27;108;2,78%;-9,35%;2020-11-25;113
Bristow Norway;47;2021-11-25;65;75,7;2019-11-28;114;-42,98%;-14,10%;2020-11-26;115
Bristow Norway;47;2021-11-26;114;82,7;2019-11-29;106;7,55%;-5,55%;2020-11-27;101
Bristow Norway;47;2021-11-27;35;81;2019-11-30;38;-7,89%;-10,99%;2020-11-28;30
Bristow Norway;47;2021-11-28;16;81,1;2019-12-01;14;14,29%;-10,83%;2020-11-29;33
Bristow Norway;48;2021-11-29;110;79,3;2019-12-02;140;-21,43%;-13,95%;2020-11-30;67
Bristow Norway;48;2021-11-30;96;78,1;2019-12-03;139;-30,94%;-17,00%;2020-12-01;79
Bristow Norway;48;2021-12-01;61;71;2019-12-04;130;-53,08%;-27,02%;2020-12-02;71
Bristow Norway;48;2021-12-02;8;62,9;2019-12-05;134;-94,03%;-37,23%;2020-12-03;64
Bristow Norway;48;2021-12-03;102;61,1;2019-12-06;125;-18,40%;-40,56%;2020-12-04;83
Bristow Norway;48;2021-12-04;40;61,9;2019-12-07;23;73,91%;-38,58%;2020-12-05;53
Bristow Norway;48;2021-12-05;52;67;2019-12-08;26;100,00%;-34,59%;2020-12-06;44
Bristow Norway;49;2021-12-06;56;59,3;2019-12-09;91;-38,46%;-37,87%;2020-12-07;120
Bristow Norway;49;2021-12-07;90;58,4;2019-12-10;50;80,00%;-29,36%;2020-12-08;113
Bristow Norway;49;2021-12-08;116;66,3;2019-12-11;117;-0,85%;-18,02%;2020-12-09;124
Bristow Norway;49;2021-12-09;110;80,9;2019-12-12;81;35,80%;10,33%;2020-12-10;123
Bristow Norway;49;2021-12-10;121;83,6;2019-12-13;123;-1,63%;14,48%;2020-12-11;85
Bristow Norway;49;2021-12-11;53;85,4;2019-12-14;52;1,92%;10,74%;2020-12-12;24
Bristow Norway;49;2021-12-12;33;82,7;2019-12-15;57;-42,11%;1,40%;2020-12-13;17
Bristow Norway;50;2021-12-13;121;92;2019-12-16;142;-14,79%;3,54%;2020-12-14;107
Bristow Norway;50;2021-12-14;87;91,6;2019-12-17;113;-23,01%;-6,42%;2020-12-15;124
Bristow Norway;50;2021-12-15;121;92,3;2019-12-18;123;-1,63%;-6,51%;2020-12-16;116
Bristow Norway;50;2021-12-16;100;90,9;2019-12-19;131;-23,66%;-14,17%;2020-12-17;111
Bristow Norway;50;2021-12-17;35;78,6;2019-12-20;116;-69,83%;-25,07%;2020-12-18;72
Bristow Norway;50;2021-12-18;70;81;2019-12-21;37;89,19%;-21,14%;2020-12-19;49
Bristow Norway;50;2021-12-19;39;81,9;2019-12-22;50;-22,00%;-19,52%;2020-12-20;13
Bristow Norway;51;2021-12-20;119;81,6;2019-12-23;141;-15,60%;-19,69%;2020-12-21;126
Bristow Norway;51;2021-12-21;107;84,4;2019-12-24;20;;-4,37%;2020-12-22;140
Bristow Norway;51;2021-12-22;124;84,9;2019-12-25;27;;13,79%;2020-12-23;135
Bristow Norway;51;2021-12-23;104;85,4;2019-12-26;146;-28,77%;11,36%;2020-12-24;42
Bristow Norway;51;2021-12-24;38;85,9;2019-12-27;129;-70,54%;9,27%;2020-12-25;28
Bristow Norway;51;2021-12-25;6;76,7;2019-12-28;9;-33,33%;2,87%;2020-12-26;26
Bristow Norway;51;2021-12-26;17;73,6;2019-12-29;18;-5,56%;5,10%;2020-12-27;24
Bristow Norway;52;2021-12-27;103;71,3;2019-12-30;141;-26,95%;1,84%;2020-12-28;100
Bristow Norway;52;2021-12-28;91;69;2019-12-31;57;59,65%;-8,35%;2020-12-29;123
Bristow Norway;52;2021-12-29;114;67,6;2020-01-01;68;67,65%;-16,73%;2020-12-30;137
Bristow Norway;52;2021-12-30;120;69,9;2020-01-02;135;-11,11%;-12,21%;2020-12-31;72
Bristow Norway;52;2021-12-31;34;69,3;2020-01-03;87;-60,92%;-5,83%;2021-01-01;68
Bristow Norway;52;2022-01-01;29;72,6;2019-01-05;14;107,14%;-2,31%;2021-01-02;19
Bristow Norway;52;2022-01-02;26;73,9;2019-01-06;17;52,94%;-0,39%;2021-01-03;39
Bristow Norway;1;2022-01-03;76;70;2019-01-07;117;-35,04%;-1,01%;2021-01-04;112
Bristow Norway;1;2022-01-04;54;64,7;2019-01-08;87;-37,93%;-13,71%;2021-01-05;107
Bristow Norway;1;2022-01-05;114;64,7;2019-01-09;142;-19,72%;-24,37%;2021-01-06;118
Bristow Norway;1;2022-01-06;122;65;2019-01-10;106;15,09%;-20,18%;2021-01-07;117
Bristow Norway;1;2022-01-07;89;72,9;2019-01-11;122;-27,05%;-15,70%;2021-01-08;90
Bristow Norway;1;2022-01-08;36;73,9;2019-01-12;31;16,13%;-16,88%;2021-01-09;21
Bristow Norway;1;2022-01-09;25;73,7;2019-01-13;25;0,00%;-18,10%;2021-01-10;0
Bristow Norway;2;2022-01-10;75;73,6;2019-01-14;108;-30,56%;-17,07%;2021-01-11;76
Bristow Norway;2;2022-01-11;109;81,4;2019-01-15;131;-16,79%;-14,29%;2021-01-12;8
Bristow Norway;2;2022-01-12;82;76,9;2019-01-16;122;-32,79%;-16,59%;2021-01-13;155
Bristow Norway;2;2022-01-13;86;71,7;2019-01-17;91;-5,49%;-20,32%;2021-01-14;140
Bristow Norway;2;2022-01-14;118;75,9;2019-01-18;121;-2,48%;-15,58%;2021-01-15;123
Bristow Norway;2;2022-01-15;31;75,1;2019-01-19;39;-20,51%;-17,43%;2021-01-16;31
Bristow Norway;2;2022-01-16;15;73,7;2019-01-20;15;0,00%;-17,70%;2021-01-17;14
Bristow Norway;3;2022-01-17;113;79,1;2019-01-21;127;-11,02%;-14,24%;2021-01-18;113
Bristow Norway;3;2022-01-18;95;77,1;2019-01-22;106;-10,38%;-13,04%;2021-01-19;102
Bristow Norway;3;2022-01-19;61;74,1;2019-01-23;92;-33,70%;-12,18%;2021-01-20;131
Bristow Norway;3;2022-01-20;106;77;2019-01-24;50;112,00%;-2,00%;2021-01-21;74
Bristow Norway;3;2022-01-21;91;73,1;2019-01-25;114;-20,18%;-5,71%;2021-01-22;116
Bristow Norway;3;2022-01-22;38;74,1;2019-01-26;98;-61,22%;-13,79%;2021-01-23;21
Bristow Norway;3;2022-01-23;38;77,4;2019-01-27;20;90,00%;-10,71%;2021-01-24;23
Bristow Norway;4;2022-01-24;103;76;2019-01-28;106;-2,83%;-9,22%;2021-01-25;106
Bristow Norway;4;2022-01-25;96;76,1;2019-01-29;52;84,62%;0,19%;2021-01-26;69
Bristow Norway;4;2022-01-26;116;84;2019-01-30;87;33,33%;11,57%;2021-01-27;107
Bristow Norway;4;2022-01-27;62;77,7;2019-01-31;134;-53,73%;-10,97%;2021-01-28;106
British Airways Group;39;2021-10-01;485;459,7;2019-10-04;988;-50,91%;-51,27%;2020-10-02;391
British Airways Group;39;2021-10-02;447;458,9;2019-10-05;838;-46,66%;-51,17%;2020-10-03;369
British Airways Group;39;2021-10-03;465;455,9;2019-10-06;900;-48,33%;-51,51%;2020-10-04;391
British Airways Group;40;2021-10-04;503;457,4;2019-10-07;995;-49,45%;-51,34%;2020-10-05;396
British Airways Group;40;2021-10-05;433;459,9;2019-10-08;943;-54,08%;-51,48%;2020-10-06;328
British Airways Group;40;2021-10-06;449;462,1;2019-10-09;976;-54,00%;-51,26%;2020-10-07;339
British Airways Group;40;2021-10-07;477;465,6;2019-10-10;983;-51,48%;-50,79%;2020-10-08;379
British Airways Group;40;2021-10-08;513;469,6;2019-10-11;990;-48,18%;-50,38%;2020-10-09;416
British Airways Group;40;2021-10-09;445;469,3;2019-10-12;835;-46,71%;-50,39%;2020-10-10;369
British Airways Group;40;2021-10-10;488;472,6;2019-10-13;889;-45,11%;-49,96%;2020-10-11;419
British Airways Group;41;2021-10-11;487;470,3;2019-10-14;981;-50,36%;-50,10%;2020-10-12;381
British Airways Group;41;2021-10-12;437;470,9;2019-10-15;942;-53,61%;-50,03%;2020-10-13;303
British Airways Group;41;2021-10-13;456;471,9;2019-10-16;974;-53,18%;-49,91%;2020-10-14;320
British Airways Group;41;2021-10-14;482;472,6;2019-10-17;999;-51,75%;-49,95%;2020-10-15;350
British Airways Group;41;2021-10-15;535;475,7;2019-10-18;982;-45,52%;-49,56%;2020-10-16;406
British Airways Group;41;2021-10-16;478;480,4;2019-10-19;846;-43,50%;-49,15%;2020-10-17;392
British Airways Group;41;2021-10-17;522;485,3;2019-10-20;903;-42,19%;-48,74%;2020-10-18;385
British Airways Group;42;2021-10-18;507;488,1;2019-10-21;996;-49,10%;-48,55%;2020-10-19;355
British Airways Group;42;2021-10-19;433;487,6;2019-10-22;955;-54,66%;-48,72%;2020-10-20;270
British Airways Group;42;2021-10-20;461;488,3;2019-10-23;981;-53,01%;-48,69%;2020-10-21;293
British Airways Group;42;2021-10-21;498;490,6;2019-10-24;1000;-50,20%;-48,46%;2020-10-22;336
British Airways Group;42;2021-10-22;552;493;2019-10-25;968;-42,98%;-48,10%;2020-10-23;388
British Airways Group;42;2021-10-23;481;493,4;2019-10-26;836;-42,46%;-47,97%;2020-10-24;390
British Airways Group;42;2021-10-24;521;493,3;2019-10-27;869;-40,05%;-47,72%;2020-10-25;432
British Airways Group;43;2021-10-25;516;494,6;2019-10-28;945;-45,40%;-47,18%;2020-10-26;414
British Airways Group;43;2021-10-26;450;497;2019-10-29;881;-48,92%;-46,31%;2020-10-27;316
British Airways Group;43;2021-10-27;469;498,1;2019-10-30;886;-47,07%;-45,39%;2020-10-28;339
British Airways Group;43;2021-10-28;503;498,9;2019-10-31;912;-44,85%;-44,55%;2020-10-29;376
British Airways Group;43;2021-10-29;546;498;2019-11-01;895;-38,99%;-43,99%;2020-10-30;424
British Airways Group;43;2021-10-30;482;498,1;2019-11-02;732;-34,15%;-43,02%;2020-10-31;402
British Airways Group;43;2021-10-31;542;501,1;2019-11-03;827;-34,46%;-42,28%;2020-11-01;419
British Airways Group;44;2021-11-01;503;499,3;2019-11-04;945;-46,77%;-42,50%;2020-11-02;376
British Airways Group;44;2021-11-02;443;498,3;2019-11-05;879;-49,60%;-42,59%;2020-11-03;287
British Airways Group;44;2021-11-03;438;493,9;2019-11-06;893;-50,95%;-43,17%;2020-11-04;297
British Airways Group;44;2021-11-04;490;492;2019-11-07;915;-46,45%;-43,41%;2020-11-05;252
British Airways Group;44;2021-11-05;519;488,1;2019-11-08;906;-42,72%;-43,96%;2020-11-06;290
British Airways Group;44;2021-11-06;424;479,9;2019-11-09;707;-40,03%;-44,68%;2020-11-07;210
British Airways Group;44;2021-11-07;497;473,4;2019-11-10;829;-40,05%;-45,44%;2020-11-08;208
British Airways Group;45;2021-11-08;494;472,1;2019-11-11;921;-46,36%;-45,37%;2020-11-09;162
British Airways Group;45;2021-11-09;438;471,4;2019-11-12;873;-49,83%;-45,40%;2020-11-10;111
British Airways Group;45;2021-11-10;436;471,1;2019-11-13;875;-50,17%;-45,27%;2020-11-11;114
British Airways Group;45;2021-11-11;484;470,3;2019-11-14;909;-46,75%;-45,32%;2020-11-12;116
British Airways Group;45;2021-11-12;513;469,4;2019-11-15;911;-43,69%;-45,46%;2020-11-13;128
British Airways Group;45;2021-11-13;425;469,6;2019-11-16;697;-39,02%;-45,35%;2020-11-14;114
British Airways Group;45;2021-11-14;490;468,6;2019-11-17;809;-39,43%;-45,29%;2020-11-15;128
British Airways Group;46;2021-11-15;496;468,9;2019-11-18;907;-45,31%;-45,13%;2020-11-16;117
British Airways Group;46;2021-11-16;446;470;2019-11-19;837;-46,71%;-44,66%;2020-11-17;101
British Airways Group;46;2021-11-17;445;471,3;2019-11-20;867;-48,67%;-44,43%;2020-11-18;94
British Airways Group;46;2021-11-18;497;473,1;2019-11-21;880;-43,52%;-43,94%;2020-11-19;103
British Airways Group;46;2021-11-19;523;474,6;2019-11-22;896;-41,63%;-43,63%;2020-11-20;127
British Airways Group;46;2021-11-20;435;476;2019-11-23;671;-35,17%;-43,21%;2020-11-21;106
British Airways Group;46;2021-11-21;498;477,1;2019-11-24;807;-38,29%;-43,05%;2020-11-22;122
British Airways Group;47;2021-11-22;501;477,9;2019-11-25;885;-43,39%;-42,75%;2020-11-23;106
British Airways Group;47;2021-11-23;446;477,9;2019-11-26;840;-46,90%;-42,78%;2020-11-24;92
British Airways Group;47;2021-11-24;447;478,1;2019-11-27;869;-48,56%;-42,77%;2020-11-25;93
